id_instrumento;Código do Instrumento;Tipo de Instrumento;Subtipo de Instrumento;Data de Medição;Hora da Medição;Situação da Medição;Valor;Tipo de Coleta;Justificativa de não Medição;Número da OS;Condição Adversa;Observação;Unidade de Medida (U);Unidade de Medida (Y);Leitura (m);Unidade de Medida (W);Unidade de Medida (AA);Unidade de Medida (AC);Código do Instrumento_1;Tipo de Instrumento_1;Subtipo de Instrumento_1;Data de Medição_1;Hora da Medição_1;Situação da Medição_1;Valor_1;Tipo de Coleta_1;Justificativa de não Medição_1;Número da OS_1;Condição Adversa_1;Observação_1;Unidade de Medida (U)_1;Leitura Manual (m);Unidade de Medida (Y)_1;Unidade de Medida (W)_1;Unidade de Medida (AA)_1;Unidade de Medida (AC)_1;Código do Instrumento_1_1;Tipo de Instrumento_1_1;Subtipo de Instrumento_1_1;Data de Medição_1_1;Hora da Medição_1_1;Situação da Medição_1_1;Valor_1_1;Tipo de Coleta_1_1;Justificativa de não Medição_1_1;Número da OS_1_1;Condição Adversa_1_1;Observação_1_1;Unidade de Medida (U)_1_1;Unidade de Medida (Y)_1_1;Leitura;Unidade de Medida (W)_1_1;Leitura do Sensor Ultrassônico (U1);Código do Instrumento_1_1_1;Tipo de Instrumento_1_1_1;Subtipo de Instrumento_1_1_1;Data de Medição_1_1_1;Hora da Medição_1_1_1;Situação da Medição_1_1_1;Valor_1_1_1;Tipo de Coleta_1_1_1;Justificativa de não Medição_1_1_1;Número da OS_1_1_1;Condição Adversa_1_1_1;Observação_1_1_1;Unidade de Medida (U)_1_1_1;Leitura Manual (m)_1;Unidade de Medida (W)_1_1_1;Unidade de Medida (AA)_1_1;Unidade de Medida (AC)_1_1;Código do Instrumento_1_1_1_1;Tipo de Instrumento_1_1_1_1;Subtipo de Instrumento_1_1_1_1;Data de Medição_1_1_1_1;Hora da Medição_1_1_1_1;Situação da Medição_1_1_1_1;Valor_1_1_1_1;Tipo de Coleta_1_1_1_1;Justificativa de não Medição_1_1_1_1;Número da OS_1_1_1_1;Condição Adversa_1_1_1_1;Observação_1_1_1_1;Unidade de Medida (U)_1_1_1_1;Unidade de Medida (Y)_1_1_1;Unidade de Medida (W)_1_1_1_1;Unidade de Medida (AA)_1_1_1;Cota (Z);Código do Instrumento_1_1_1_1_1;Tipo de Instrumento_1_1_1_1_1;Subtipo de Instrumento_1_1_1_1_1;Data de Medição_1_1_1_1_1;Hora da Medição_1_1_1_1_1;Situação da Medição_1_1_1_1_1;Valor_1_1_1_1_1;Tipo de Coleta_1_1_1_1_1;Justificativa de não Medição_1_1_1_1_1;Número da OS_1_1_1_1_1;Condição Adversa_1_1_1_1_1;Observação_1_1_1_1_1;Unidade de Medida (U)_1_1_1_1_1;Unidade de Medida (W)_1_1_1_1_1;Leitura do Sensor Ultrassônico (U1)_1;Código do Instrumento_1_1_1_1_1_1;Tipo de Instrumento_1_1_1_1_1_1;Subtipo de Instrumento_1_1_1_1_1_1;Data de Medição_1_1_1_1_1_1;Hora da Medição_1_1_1_1_1_1;Situação da Medição_1_1_1_1_1_1;Valor_1_1_1_1_1_1;Tipo de Coleta_1_1_1_1_1_1;Justificativa de não Medição_1_1_1_1_1_1;Unidade de Medida;Número da OS_1_1_1_1_1_1;Condição Adversa_1_1_1_1_1_1;Observação_1_1_1_1_1_1;Leitura Manual (m)_1_1;Unidade de Medida (Y)_1_1_1_1;Unidade de Medida (AA)_1_1_1_1;Unidade de Medida (AC)_1_1_1;Código do Instrumento_1_1_1_1_1_1_1;Tipo de Instrumento_1_1_1_1_1_1_1;Subtipo de Instrumento_1_1_1_1_1_1_1;Data de Medição_1_1_1_1_1_1_1;Hora da Medição_1_1_1_1_1_1_1;Situação da Medição_1_1_1_1_1_1_1;Valor_1_1_1_1_1_1_1;Tipo de Coleta_1_1_1_1_1_1_1;Justificativa de não Medição_1_1_1_1_1_1_1;Unidade de Medida_1;Número da OS_1_1_1_1_1_1_1;Condição Adversa_1_1_1_1_1_1_1;Observação_1_1_1_1_1_1_1;Leitura Manual (m)_1_1_1;Unidade de Medida (Y)_1_1_1_1_1;Unidade de Medida (AA)_1_1_1_1_1;Unidade de Medida (AC)_1_1_1_1;Unidade de Medida (AE);Cota (Z)_1;Código do Instrumento_1_1_1_1_1_1_1_1;Tipo de Instrumento_1_1_1_1_1_1_1_1;Subtipo de Instrumento_1_1_1_1_1_1_1_1;Data de Medição_1_1_1_1_1_1_1_1;Hora da Medição_1_1_1_1_1_1_1_1;Situação da Medição_1_1_1_1_1_1_1_1;Valor_1_1_1_1_1_1_1_1;Tipo de Coleta_1_1_1_1_1_1_1_1;Justificativa de não Medição_1_1_1_1_1_1_1_1;Unidade de Medida_1_1;Número da OS_1_1_1_1_1_1_1_1;Condição Adversa_1_1_1_1_1_1_1_1;Observação_1_1_1_1_1_1_1_1;Leitura Manual (m)_1_1_1_1;Unidade de Medida (Y)_1_1_1_1_1_1;Unidade de Medida (AA)_1_1_1_1_1_1;Unidade de Medida (AC)_1_1_1_1_1;Código do Instrumento_1_1_1_1_1_1_1_1_1;Tipo de Instrumento_1_1_1_1_1_1_1_1_1;Subtipo de Instrumento_1_1_1_1_1_1_1_1_1;Data de Medição_1_1_1_1_1_1_1_1_1;Hora da Medição_1_1_1_1_1_1_1_1_1;Situação da Medição_1_1_1_1_1_1_1_1_1;Valor_1_1_1_1_1_1_1_1_1;Tipo de Coleta_1_1_1_1_1_1_1_1_1;Justificativa de não Medição_1_1_1_1_1_1_1_1_1;Unidade de Medida_1_1_1;Número da OS_1_1_1_1_1_1_1_1_1;Condição Adversa_1_1_1_1_1_1_1_1_1;Observação_1_1_1_1_1_1_1_1_1;Leitura Manual (m)_1_1_1_1_1;Unidade de Medida (Y)_1_1_1_1_1_1_1;Unidade de Medida (AA)_1_1_1_1_1_1_1;Unidade de Medida (AC)_1_1_1_1_1_1;Código do Instrumento_1_1_1_1_1_1_1_1_1_1;Tipo de Instrumento_1_1_1_1_1_1_1_1_1_1;Subtipo de Instrumento_1_1_1_1_1_1_1_1_1_1;Data de Medição_1_1_1_1_1_1_1_1_1_1;Hora da Medição_1_1_1_1_1_1_1_1_1_1;Situação da Medição_1_1_1_1_1_1_1_1_1_1;Valor_1_1_1_1_1_1_1_1_1_1;Tipo de Coleta_1_1_1_1_1_1_1_1_1_1;Justificativa de não Medição_1_1_1_1_1_1_1_1_1_1;Unidade de Medida_1_1_1_1;Número da OS_1_1_1_1_1_1_1_1_1_1;Condição Adversa_1_1_1_1_1_1_1_1_1_1;Observação_1_1_1_1_1_1_1_1_1_1;Leitura Manual (m)_1_1_1_1_1_1;Unidade de Medida (Y)_1_1_1_1_1_1_1_1;Unidade de Medida (AA)_1_1_1_1_1_1_1_1;Unidade de Medida (AC)_1_1_1_1_1_1_1;Código do Instrumento_1_1_1_1_1_1_1_1_1_1_1;Tipo de Instrumento_1_1_1_1_1_1_1_1_1_1_1;Subtipo de Instrumento_1_1_1_1_1_1_1_1_1_1_1;Data de Medição_1_1_1_1_1_1_1_1_1_1_1;Hora da Medição_1_1_1_1_1_1_1_1_1_1_1;Situação da Medição_1_1_1_1_1_1_1_1_1_1_1;Valor_1_1_1_1_1_1_1_1_1_1_1;Tipo de Coleta_1_1_1_1_1_1_1_1_1_1_1;Justificativa de não Medição_1_1_1_1_1_1_1_1_1_1_1;Número da OS_1_1_1_1_1_1_1_1_1_1_1;Condição Adversa_1_1_1_1_1_1_1_1_1_1_1;Observação_1_1_1_1_1_1_1_1_1_1_1;desv_padrao
3896;;;;;;;;;;;;;;;;;;;PICBMV2PZ017;Piezômetro;Casagrande;10/31/2019 00:00:00;0.125;Realizada;;;;;SECO;ALTERAÇÃO PARA SECO CONFORME TRABALHO DE SANEAMENTO DE DADOS GEOTEC - GEOANSATA VALE-GST-RB3-010;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
3897;;;;;;;;;;;;;;;;;;;PICBMV2PZ017;Piezômetro;Casagrande;10/31/2019 00:00:00;0.541666666666667;Realizada;;;;;SECO;ALTERAÇÃO PARA SECO CONFORME TRABALHO DE SANEAMENTO DE DADOS GEOTEC - GEOANSATA VALE-GST-RB3-010;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
3898;;;;;;;;;;;;;;;;;;;PICBMV2PZ017;Piezômetro;Casagrande;11/01/2019 00:00;0.0416666666666667;Realizada;;;;;SECO;ALTERAÇÃO PARA SECO CONFORME TRABALHO DE SANEAMENTO DE DADOS GEOTEC - GEOANSATA VALE-GST-RB3-010;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
3899;;;;;;;;;;;;;;;;;;;PICBMV2PZ017;Piezômetro;Casagrande;11/01/2019 00:00;0.125;Realizada;;;;;SECO;ALTERAÇÃO PARA SECO CONFORME TRABALHO DE SANEAMENTO DE DADOS GEOTEC - GEOANSATA VALE-GST-RB3-010;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
3900;;;;;;;;;;;;;;;;;;;PICBMV2PZ017;Piezômetro;Casagrande;11/01/2019 00:00;0.916666666666667;Realizada;;;;;SECO;ALTERAÇÃO PARA SECO CONFORME TRABALHO DE SANEAMENTO DE DADOS GEOTEC - GEOANSATA VALE-GST-RB3-010;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
3901;;;;;;;;;;;;;;;;;;;PICBMV2PZ017;Piezômetro;Casagrande;11/01/2019 00:00;0.375;Realizada;;;;;SECO;ALTERAÇÃO PARA SECO CONFORME TRABALHO DE SANEAMENTO DE DADOS GEOTEC - GEOANSATA VALE-GST-RB3-010;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
3902;;;;;;;;;;;;;;;;;;;PICBMV2PZ017;Piezômetro;Casagrande;11/01/2019 00:00;0.541666666666667;Realizada;;;;;SECO;ALTERAÇÃO PARA SECO CONFORME TRABALHO DE SANEAMENTO DE DADOS GEOTEC - GEOANSATA VALE-GST-RB3-010;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
3903;;;;;;;;;;;;;;;;;;;PICBMV2PZ017;Piezômetro;Casagrande;11/01/2019 00:00;0.875;Realizada;;;;;SECO;ALTERAÇÃO PARA SECO CONFORME TRABALHO DE SANEAMENTO DE DADOS GEOTEC - GEOANSATA VALE-GST-RB3-010;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
3904;;;;;;;;;;;;;;;;;;;PICBMV2PZ017;Piezômetro;Casagrande;11/01/2019 00:00;0.458333333333333;Realizada;;;;;SECO;ALTERAÇÃO PARA SECO CONFORME TRABALHO DE SANEAMENTO DE DADOS GEOTEC - GEOANSATA VALE-GST-RB3-010;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
3905;;;;;;;;;;;;;;;;;;;PICBMV2PZ017;Piezômetro;Casagrande;11/01/2019 00:00;0.625;Realizada;;;;;SECO;ALTERAÇÃO PARA SECO CONFORME TRABALHO DE SANEAMENTO DE DADOS GEOTEC - GEOANSATA VALE-GST-RB3-010;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
3906;;;;;;;;;;;;;;;;;;;PICBMV2PZ017;Piezômetro;Casagrande;11/01/2019 00:00;0.416666666666667;Realizada;;;;;SECO;ALTERAÇÃO PARA SECO CONFORME TRABALHO DE SANEAMENTO DE DADOS GEOTEC - GEOANSATA VALE-GST-RB3-010;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
3907;;;;;;;;;;;;;;;;;;;PICBMV2PZ017;Piezômetro;Casagrande;11/01/2019 00:00;0.791666666666667;Realizada;;;;;SECO;ALTERAÇÃO PARA SECO CONFORME TRABALHO DE SANEAMENTO DE DADOS GEOTEC - GEOANSATA VALE-GST-RB3-010;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
3908;;;;;;;;;;;;;;;;;;;PICBMV2PZ017;Piezômetro;Casagrande;11/01/2019 00:00;0.958333333333333;Realizada;;;;;SECO;ALTERAÇÃO PARA SECO CONFORME TRABALHO DE SANEAMENTO DE DADOS GEOTEC - GEOANSATA VALE-GST-RB3-010;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
3909;;;;;;;;;;;;;;;;;;;PICBMV2PZ017;Piezômetro;Casagrande;11/01/2019 00:00;0.291666666666667;Realizada;;;;;SECO;ALTERAÇÃO PARA SECO CONFORME TRABALHO DE SANEAMENTO DE DADOS GEOTEC - GEOANSATA VALE-GST-RB3-010;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
3910;;;;;;;;;;;;;;;;;;;PICBMV2PZ017;Piezômetro;Casagrande;11/01/2019 00:00;0.708333333333333;Realizada;;;;;SECO;ALTERAÇÃO PARA SECO CONFORME TRABALHO DE SANEAMENTO DE DADOS GEOTEC - GEOANSATA VALE-GST-RB3-010;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
3911;;;;;;;;;;;;;;;;;;;PICBMV2PZ017;Piezômetro;Casagrande;11/01/2019 00:00;0.75;Realizada;;;;;SECO;ALTERAÇÃO PARA SECO CONFORME TRABALHO DE SANEAMENTO DE DADOS GEOTEC - GEOANSATA VALE-GST-RB3-010;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
3912;;;;;;;;;;;;;;;;;;;PICBMV2PZ017;Piezômetro;Casagrande;11/01/2019 00:00;0.833333333333333;Realizada;;;;;SECO;ALTERAÇÃO PARA SECO CONFORME TRABALHO DE SANEAMENTO DE DADOS GEOTEC - GEOANSATA VALE-GST-RB3-010;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
3913;;;;;;;;;;;;;;;;;;;PICBMV2PZ017;Piezômetro;Casagrande;11/01/2019 00:00;0;Realizada;;;;;SECO;ALTERAÇÃO PARA SECO CONFORME TRABALHO DE SANEAMENTO DE DADOS GEOTEC - GEOANSATA VALE-GST-RB3-010;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
3914;;;;;;;;;;;;;;;;;;;PICBMV2PZ017;Piezômetro;Casagrande;11/01/2019 00:00;0.333333333333333;Realizada;;;;;SECO;ALTERAÇÃO PARA SECO CONFORME TRABALHO DE SANEAMENTO DE DADOS GEOTEC - GEOANSATA VALE-GST-RB3-010;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
3915;;;;;;;;;;;;;;;;;;;PICBMV2PZ017;Piezômetro;Casagrande;11/01/2019 00:00;0.583333333333333;Realizada;;;;;SECO;ALTERAÇÃO PARA SECO CONFORME TRABALHO DE SANEAMENTO DE DADOS GEOTEC - GEOANSATA VALE-GST-RB3-010;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
3916;;;;;;;;;;;;;;;;;;;PICBMV2PZ017;Piezômetro;Casagrande;11/01/2019 00:00;0.5;Realizada;;;;;SECO;ALTERAÇÃO PARA SECO CONFORME TRABALHO DE SANEAMENTO DE DADOS GEOTEC - GEOANSATA VALE-GST-RB3-010;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
3917;;;;;;;;;;;;;;;;;;;PICBMV2PZ017;Piezômetro;Casagrande;11/01/2019 00:00;0.666666666666667;Realizada;;;;;SECO;ALTERAÇÃO PARA SECO CONFORME TRABALHO DE SANEAMENTO DE DADOS GEOTEC - GEOANSATA VALE-GST-RB3-010;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
3918;;;;;;;;;;;;;;;;;;;PICBMV2PZ017;Piezômetro;Casagrande;11/02/2019 00:00;0.791666666666667;Realizada;;;;;SECO;ALTERAÇÃO PARA SECO CONFORME TRABALHO DE SANEAMENTO DE DADOS GEOTEC - GEOANSATA VALE-GST-RB3-010;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
3919;;;;;;;;;;;;;;;;;;;PICBMV2PZ017;Piezômetro;Casagrande;11/02/2019 00:00;0.375;Realizada;;;;;SECO;ALTERAÇÃO PARA SECO CONFORME TRABALHO DE SANEAMENTO DE DADOS GEOTEC - GEOANSATA VALE-GST-RB3-010;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
3920;;;;;;;;;;;;;;;;;;;PICBMV2PZ017;Piezômetro;Casagrande;11/02/2019 00:00;0.75;Realizada;;;;;SECO;ALTERAÇÃO PARA SECO CONFORME TRABALHO DE SANEAMENTO DE DADOS GEOTEC - GEOANSATA VALE-GST-RB3-010;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
3921;;;;;;;;;;;;;;;;;;;PICBMV2PZ017;Piezômetro;Casagrande;11/02/2019 00:00;0.625;Realizada;;;;;SECO;ALTERAÇÃO PARA SECO CONFORME TRABALHO DE SANEAMENTO DE DADOS GEOTEC - GEOANSATA VALE-GST-RB3-010;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
3922;;;;;;;;;;;;;;;;;;;PICBMV2PZ017;Piezômetro;Casagrande;11/02/2019 00:00;0.125;Realizada;;;;;SECO;ALTERAÇÃO PARA SECO CONFORME TRABALHO DE SANEAMENTO DE DADOS GEOTEC - GEOANSATA VALE-GST-RB3-010;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
3923;;;;;;;;;;;;;;;;;;;PICBMV2PZ017;Piezômetro;Casagrande;11/02/2019 00:00;0.833333333333333;Realizada;;;;;SECO;ALTERAÇÃO PARA SECO CONFORME TRABALHO DE SANEAMENTO DE DADOS GEOTEC - GEOANSATA VALE-GST-RB3-010;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
3924;;;;;;;;;;;;;;;;;;;PICBMV2PZ017;Piezômetro;Casagrande;11/02/2019 00:00;0.666666666666667;Realizada;;;;;SECO;ALTERAÇÃO PARA SECO CONFORME TRABALHO DE SANEAMENTO DE DADOS GEOTEC - GEOANSATA VALE-GST-RB3-010;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
3925;;;;;;;;;;;;;;;;;;;PICBMV2PZ017;Piezômetro;Casagrande;11/02/2019 00:00;0.5;Realizada;;;;;SECO;ALTERAÇÃO PARA SECO CONFORME TRABALHO DE SANEAMENTO DE DADOS GEOTEC - GEOANSATA VALE-GST-RB3-010;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
3926;;;;;;;;;;;;;;;;;;;PICBMV2PZ017;Piezômetro;Casagrande;11/02/2019 00:00;0.708333333333333;Realizada;;;;;SECO;ALTERAÇÃO PARA SECO CONFORME TRABALHO DE SANEAMENTO DE DADOS GEOTEC - GEOANSATA VALE-GST-RB3-010;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
3927;;;;;;;;;;;;;;;;;;;PICBMV2PZ017;Piezômetro;Casagrande;11/02/2019 00:00;0.541666666666667;Realizada;;;;;SECO;ALTERAÇÃO PARA SECO CONFORME TRABALHO DE SANEAMENTO DE DADOS GEOTEC - GEOANSATA VALE-GST-RB3-010;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
